year,country,merit,outcome,count
2018,Slovakia,NA,total_finalized,NA
2018,Slovakia,NA,pending,NA
2018,Somalia,NA,filed,209
2018,Somalia,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Somalia,FALSE,nonmerit_dismiss_imperfect,28
2018,Somalia,FALSE,nonmerit_dismiss_other,NA
2018,Somalia,TRUE,merit_dismiss_confirm,66
2018,Somalia,TRUE,merit_allow_referback,NA
2018,Somalia,TRUE,merit_allow_substitute,25
2018,Somalia,NA,total_finalized,145
2018,Somalia,NA,pending,194
2018,South Africa,NA,filed,34
2018,South Africa,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,South Africa,FALSE,nonmerit_dismiss_imperfect,NA
2018,South Africa,FALSE,nonmerit_dismiss_other,NA
2018,South Africa,TRUE,merit_dismiss_confirm,NA
2018,South Africa,TRUE,merit_allow_referback,NA
2018,South Africa,TRUE,merit_allow_substitute,NA
2018,South Africa,NA,total_finalized,NA
2018,South Africa,NA,pending,24
2018,Spain,NA,filed,NA
2018,Spain,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Spain,FALSE,nonmerit_dismiss_imperfect,NA
2018,Spain,FALSE,nonmerit_dismiss_other,NA
2018,Spain,TRUE,merit_dismiss_confirm,NA
2018,Spain,TRUE,merit_allow_referback,NA
2018,Spain,TRUE,merit_allow_substitute,NA
2018,Spain,NA,total_finalized,NA
2018,Spain,NA,pending,NA
2018,Sri Lanka,NA,filed,44
2018,Sri Lanka,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Sri Lanka,FALSE,nonmerit_dismiss_imperfect,NA
2018,Sri Lanka,FALSE,nonmerit_dismiss_other,NA
2018,Sri Lanka,TRUE,merit_dismiss_confirm,28
2018,Sri Lanka,TRUE,merit_allow_referback,NA
2018,Sri Lanka,TRUE,merit_allow_substitute,NA
2018,Sri Lanka,NA,total_finalized,45
2018,Sri Lanka,NA,pending,43
2018,Sudan,NA,filed,97
2018,Sudan,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Sudan,FALSE,nonmerit_dismiss_imperfect,NA
2018,Sudan,FALSE,nonmerit_dismiss_other,NA
2018,Sudan,TRUE,merit_dismiss_confirm,23
2018,Sudan,TRUE,merit_allow_referback,NA
2018,Sudan,TRUE,merit_allow_substitute,NA
2018,Sudan,NA,total_finalized,37
2018,Sudan,NA,pending,80
2018,Suriname,NA,filed,NA
2018,Suriname,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Suriname,FALSE,nonmerit_dismiss_imperfect,NA
2018,Suriname,FALSE,nonmerit_dismiss_other,NA
2018,Suriname,TRUE,merit_dismiss_confirm,NA
2018,Suriname,TRUE,merit_allow_referback,NA
2018,Suriname,TRUE,merit_allow_substitute,NA
2018,Suriname,NA,total_finalized,NA
2018,Suriname,NA,pending,NA
2018,Eswatini,NA,filed,NA
2018,Eswatini,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Eswatini,FALSE,nonmerit_dismiss_imperfect,NA
2018,Eswatini,FALSE,nonmerit_dismiss_other,NA
2018,Eswatini,TRUE,merit_dismiss_confirm,NA
2018,Eswatini,TRUE,merit_allow_referback,NA
2018,Eswatini,TRUE,merit_allow_substitute,NA
2018,Eswatini,NA,total_finalized,NA
2018,Eswatini,NA,pending,NA
2018,Syria,NA,filed,23
2018,Syria,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Syria,FALSE,nonmerit_dismiss_imperfect,NA
2018,Syria,FALSE,nonmerit_dismiss_other,NA
2018,Syria,TRUE,merit_dismiss_confirm,NA
2018,Syria,TRUE,merit_allow_referback,NA
2018,Syria,TRUE,merit_allow_substitute,NA
2018,Syria,NA,total_finalized,NA
2018,Syria,NA,pending,20
2018,Tajikistan,NA,filed,NA
2018,Tajikistan,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Tajikistan,FALSE,nonmerit_dismiss_imperfect,NA
2018,Tajikistan,FALSE,nonmerit_dismiss_other,NA
2018,Tajikistan,TRUE,merit_dismiss_confirm,NA
2018,Tajikistan,TRUE,merit_allow_referback,NA
2018,Tajikistan,TRUE,merit_allow_substitute,NA
2018,Tajikistan,NA,total_finalized,NA
2018,Tajikistan,NA,pending,NA
2018,Tanzania,NA,filed,31
2018,Tanzania,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Tanzania,FALSE,nonmerit_dismiss_imperfect,NA
2018,Tanzania,FALSE,nonmerit_dismiss_other,NA
2018,Tanzania,TRUE,merit_dismiss_confirm,NA
2018,Tanzania,TRUE,merit_allow_referback,NA
2018,Tanzania,TRUE,merit_allow_substitute,NA
2018,Tanzania,NA,total_finalized,NA
2018,Tanzania,NA,pending,29
2018,Togo,NA,filed,NA
2018,Togo,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Togo,FALSE,nonmerit_dismiss_imperfect,NA
2018,Togo,FALSE,nonmerit_dismiss_other,NA
2018,Togo,TRUE,merit_dismiss_confirm,NA
2018,Togo,TRUE,merit_allow_referback,NA
2018,Togo,TRUE,merit_allow_substitute,NA
2018,Togo,NA,total_finalized,NA
2018,Togo,NA,pending,NA
2018,Trinidad and Tobago,NA,filed,NA
2018,Trinidad and Tobago,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Trinidad and Tobago,FALSE,nonmerit_dismiss_imperfect,NA
2018,Trinidad and Tobago,FALSE,nonmerit_dismiss_other,NA
2018,Trinidad and Tobago,TRUE,merit_dismiss_confirm,NA
2018,Trinidad and Tobago,TRUE,merit_allow_referback,NA
2018,Trinidad and Tobago,TRUE,merit_allow_substitute,NA
2018,Trinidad and Tobago,NA,total_finalized,NA
2018,Trinidad and Tobago,NA,pending,NA
2018,Tunisia,NA,filed,NA
2018,Tunisia,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Tunisia,FALSE,nonmerit_dismiss_imperfect,NA
2018,Tunisia,FALSE,nonmerit_dismiss_other,NA
2018,Tunisia,TRUE,merit_dismiss_confirm,NA
2018,Tunisia,TRUE,merit_allow_referback,NA
2018,Tunisia,TRUE,merit_allow_substitute,NA
2018,Tunisia,NA,total_finalized,NA
2018,Tunisia,NA,pending,NA
2018,Türkiye,NA,filed,117
2018,Türkiye,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Türkiye,FALSE,nonmerit_dismiss_imperfect,NA
2018,Türkiye,FALSE,nonmerit_dismiss_other,NA
2018,Türkiye,TRUE,merit_dismiss_confirm,35
2018,Türkiye,TRUE,merit_allow_referback,NA
2018,Türkiye,TRUE,merit_allow_substitute,47
2018,Türkiye,NA,total_finalized,115
2018,Türkiye,NA,pending,87
2018,Uganda,NA,filed,26
2018,Uganda,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Uganda,FALSE,nonmerit_dismiss_imperfect,NA
2018,Uganda,FALSE,nonmerit_dismiss_other,NA
2018,Uganda,TRUE,merit_dismiss_confirm,NA
2018,Uganda,TRUE,merit_allow_referback,NA
2018,Uganda,TRUE,merit_allow_substitute,NA
2018,Uganda,NA,total_finalized,26
2018,Uganda,NA,pending,33
2018,Ukraine,NA,filed,33
2018,Ukraine,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Ukraine,FALSE,nonmerit_dismiss_imperfect,NA
2018,Ukraine,FALSE,nonmerit_dismiss_other,NA
2018,Ukraine,TRUE,merit_dismiss_confirm,NA
2018,Ukraine,TRUE,merit_allow_referback,NA
2018,Ukraine,TRUE,merit_allow_substitute,NA
2018,Ukraine,NA,total_finalized,29
2018,Ukraine,NA,pending,30
2018,United Kingdom,NA,filed,NA
2018,United Kingdom,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,United Kingdom,FALSE,nonmerit_dismiss_imperfect,NA
2018,United Kingdom,FALSE,nonmerit_dismiss_other,NA
2018,United Kingdom,TRUE,merit_dismiss_confirm,NA
2018,United Kingdom,TRUE,merit_allow_referback,NA
2018,United Kingdom,TRUE,merit_allow_substitute,NA
2018,United Kingdom,NA,total_finalized,NA
2018,United Kingdom,NA,pending,NA
2018,United States of America,NA,filed,115
2018,United States of America,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,United States of America,FALSE,nonmerit_dismiss_imperfect,NA
2018,United States of America,FALSE,nonmerit_dismiss_other,NA
2018,United States of America,TRUE,merit_dismiss_confirm,41
2018,United States of America,TRUE,merit_allow_referback,NA
2018,United States of America,TRUE,merit_allow_substitute,NA
2018,United States of America,NA,total_finalized,57
2018,United States of America,NA,pending,99
2018,Uruguay,NA,filed,NA
2018,Uruguay,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Uruguay,FALSE,nonmerit_dismiss_imperfect,NA
2018,Uruguay,FALSE,nonmerit_dismiss_other,NA
2018,Uruguay,TRUE,merit_dismiss_confirm,NA
2018,Uruguay,TRUE,merit_allow_referback,NA
2018,Uruguay,TRUE,merit_allow_substitute,NA
2018,Uruguay,NA,total_finalized,NA
2018,Uruguay,NA,pending,NA
2018,Uzbekistan,NA,filed,NA
2018,Uzbekistan,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Uzbekistan,FALSE,nonmerit_dismiss_imperfect,NA
2018,Uzbekistan,FALSE,nonmerit_dismiss_other,NA
2018,Uzbekistan,TRUE,merit_dismiss_confirm,NA
2018,Uzbekistan,TRUE,merit_allow_referback,NA
2018,Uzbekistan,TRUE,merit_allow_substitute,NA
2018,Uzbekistan,NA,total_finalized,NA
2018,Uzbekistan,NA,pending,NA
2018,Venezuela,NA,filed,119
2018,Venezuela,FALSE,nonmerit_dismiss_jurisdiction,20
2018,Venezuela,FALSE,nonmerit_dismiss_imperfect,NA
2018,Venezuela,FALSE,nonmerit_dismiss_other,NA
2018,Venezuela,TRUE,merit_dismiss_confirm,31
2018,Venezuela,TRUE,merit_allow_referback,NA
2018,Venezuela,TRUE,merit_allow_substitute,13
2018,Venezuela,NA,total_finalized,68
2018,Venezuela,NA,pending,118
2018,Viet Nam,NA,filed,NA
2018,Viet Nam,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Viet Nam,FALSE,nonmerit_dismiss_imperfect,NA
2018,Viet Nam,FALSE,nonmerit_dismiss_other,NA
2018,Viet Nam,TRUE,merit_dismiss_confirm,NA
2018,Viet Nam,TRUE,merit_allow_referback,NA
2018,Viet Nam,TRUE,merit_allow_substitute,NA
2018,Viet Nam,NA,total_finalized,NA
2018,Viet Nam,NA,pending,NA
2018,Yemen,NA,filed,NA
2018,Yemen,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Yemen,FALSE,nonmerit_dismiss_imperfect,NA
2018,Yemen,FALSE,nonmerit_dismiss_other,NA
2018,Yemen,TRUE,merit_dismiss_confirm,NA
2018,Yemen,TRUE,merit_allow_referback,NA
2018,Yemen,TRUE,merit_allow_substitute,NA
2018,Yemen,NA,total_finalized,NA
2018,Yemen,NA,pending,NA
2018,Zambia,NA,filed,NA
2018,Zambia,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Zambia,FALSE,nonmerit_dismiss_imperfect,NA
2018,Zambia,FALSE,nonmerit_dismiss_other,NA
2018,Zambia,TRUE,merit_dismiss_confirm,NA
2018,Zambia,TRUE,merit_allow_referback,NA
2018,Zambia,TRUE,merit_allow_substitute,NA
2018,Zambia,NA,total_finalized,NA
2018,Zambia,NA,pending,NA
2018,Zimbabwe,NA,filed,25
2018,Zimbabwe,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Zimbabwe,FALSE,nonmerit_dismiss_imperfect,NA
2018,Zimbabwe,FALSE,nonmerit_dismiss_other,NA
2018,Zimbabwe,TRUE,merit_dismiss_confirm,NA
2018,Zimbabwe,TRUE,merit_allow_referback,NA
2018,Zimbabwe,TRUE,merit_allow_substitute,NA
2018,Zimbabwe,NA,total_finalized,NA
2018,Zimbabwe,NA,pending,NA
2018,Stateless,NA,filed,NA
2018,Stateless,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Stateless,FALSE,nonmerit_dismiss_imperfect,NA
2018,Stateless,FALSE,nonmerit_dismiss_other,NA
2018,Stateless,TRUE,merit_dismiss_confirm,NA
2018,Stateless,TRUE,merit_allow_referback,NA
2018,Stateless,TRUE,merit_allow_substitute,NA
2018,Stateless,NA,total_finalized,NA
2018,Stateless,NA,pending,NA
2018,Unknown,NA,filed,NA
2018,Unknown,FALSE,nonmerit_dismiss_jurisdiction,NA
2018,Unknown,FALSE,nonmerit_dismiss_imperfect,NA
2018,Unknown,FALSE,nonmerit_dismiss_other,NA
2018,Unknown,TRUE,merit_dismiss_confirm,NA
2018,Unknown,TRUE,merit_allow_referback,NA
2018,Unknown,TRUE,merit_allow_substitute,NA
2018,Unknown,NA,total_finalized,NA
2018,Unknown,NA,pending,NA
2019,Total,NA,filed,11817
2019,Total,FALSE,nonmerit_dismiss_jurisdiction,577
2019,Total,FALSE,nonmerit_dismiss_imperfect,266
2019,Total,FALSE,nonmerit_dismiss_other,214
2019,Total,TRUE,merit_dismiss_confirm,5746
2019,Total,TRUE,merit_allow_referback,707
2019,Total,TRUE,merit_allow_substitute,1174
2019,Total,NA,total_finalized,8684
2019,Total,NA,pending,9700
2019,Afghanistan,NA,filed,41
2019,Afghanistan,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Afghanistan,FALSE,nonmerit_dismiss_imperfect,NA
2019,Afghanistan,FALSE,nonmerit_dismiss_other,NA
2019,Afghanistan,TRUE,merit_dismiss_confirm,NA
2019,Afghanistan,TRUE,merit_allow_referback,NA
2019,Afghanistan,TRUE,merit_allow_substitute,NA
2019,Afghanistan,NA,total_finalized,35
2019,Afghanistan,NA,pending,46
2019,Albania,NA,filed,37
2019,Albania,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Albania,FALSE,nonmerit_dismiss_imperfect,NA
2019,Albania,FALSE,nonmerit_dismiss_other,NA
2019,Albania,TRUE,merit_dismiss_confirm,21
2019,Albania,TRUE,merit_allow_referback,NA
2019,Albania,TRUE,merit_allow_substitute,NA
2019,Albania,NA,total_finalized,37
2019,Albania,NA,pending,43
2019,Algeria,NA,filed,55
2019,Algeria,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Algeria,FALSE,nonmerit_dismiss_imperfect,NA
2019,Algeria,FALSE,nonmerit_dismiss_other,NA
2019,Algeria,TRUE,merit_dismiss_confirm,39
2019,Algeria,TRUE,merit_allow_referback,NA
2019,Algeria,TRUE,merit_allow_substitute,NA
2019,Algeria,NA,total_finalized,54
2019,Algeria,NA,pending,39
2019,Angola,NA,filed,84
2019,Angola,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Angola,FALSE,nonmerit_dismiss_imperfect,NA
2019,Angola,FALSE,nonmerit_dismiss_other,NA
2019,Angola,TRUE,merit_dismiss_confirm,48
2019,Angola,TRUE,merit_allow_referback,NA
2019,Angola,TRUE,merit_allow_substitute,NA
2019,Angola,NA,total_finalized,65
2019,Angola,NA,pending,46
2019,Antigua and Barbuda,NA,filed,NA
2019,Antigua and Barbuda,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Antigua and Barbuda,FALSE,nonmerit_dismiss_imperfect,NA
2019,Antigua and Barbuda,FALSE,nonmerit_dismiss_other,NA
2019,Antigua and Barbuda,TRUE,merit_dismiss_confirm,NA
2019,Antigua and Barbuda,TRUE,merit_allow_referback,NA
2019,Antigua and Barbuda,TRUE,merit_allow_substitute,NA
2019,Antigua and Barbuda,NA,total_finalized,NA
2019,Antigua and Barbuda,NA,pending,NA
2019,Argentina,NA,filed,NA
2019,Argentina,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Argentina,FALSE,nonmerit_dismiss_imperfect,NA
2019,Argentina,FALSE,nonmerit_dismiss_other,NA
2019,Argentina,TRUE,merit_dismiss_confirm,NA
2019,Argentina,TRUE,merit_allow_referback,NA
2019,Argentina,TRUE,merit_allow_substitute,NA
2019,Argentina,NA,total_finalized,NA
2019,Argentina,NA,pending,NA
2019,Armenia,NA,filed,NA
2019,Armenia,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Armenia,FALSE,nonmerit_dismiss_imperfect,NA
2019,Armenia,FALSE,nonmerit_dismiss_other,NA
2019,Armenia,TRUE,merit_dismiss_confirm,NA
2019,Armenia,TRUE,merit_allow_referback,NA
2019,Armenia,TRUE,merit_allow_substitute,NA
2019,Armenia,NA,total_finalized,NA
2019,Armenia,NA,pending,NA
2019,Austria,NA,filed,NA
2019,Austria,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Austria,FALSE,nonmerit_dismiss_imperfect,NA
2019,Austria,FALSE,nonmerit_dismiss_other,NA
2019,Austria,TRUE,merit_dismiss_confirm,NA
2019,Austria,TRUE,merit_allow_referback,NA
2019,Austria,TRUE,merit_allow_substitute,NA
2019,Austria,NA,total_finalized,NA
2019,Austria,NA,pending,NA
2019,Azerbaijan,NA,filed,44
2019,Azerbaijan,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Azerbaijan,FALSE,nonmerit_dismiss_imperfect,NA
2019,Azerbaijan,FALSE,nonmerit_dismiss_other,NA
2019,Azerbaijan,TRUE,merit_dismiss_confirm,36
2019,Azerbaijan,TRUE,merit_allow_referback,NA
2019,Azerbaijan,TRUE,merit_allow_substitute,NA
2019,Azerbaijan,NA,total_finalized,61
2019,Azerbaijan,NA,pending,40
2019,Bahamas,NA,filed,46
2019,Bahamas,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Bahamas,FALSE,nonmerit_dismiss_imperfect,NA
2019,Bahamas,FALSE,nonmerit_dismiss_other,NA
2019,Bahamas,TRUE,merit_dismiss_confirm,13
2019,Bahamas,TRUE,merit_allow_referback,NA
2019,Bahamas,TRUE,merit_allow_substitute,NA
2019,Bahamas,NA,total_finalized,NA
2019,Bahamas,NA,pending,50
2019,Bahrain,NA,filed,NA
2019,Bahrain,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Bahrain,FALSE,nonmerit_dismiss_imperfect,NA
2019,Bahrain,FALSE,nonmerit_dismiss_other,NA
2019,Bahrain,TRUE,merit_dismiss_confirm,NA
2019,Bahrain,TRUE,merit_allow_referback,NA
2019,Bahrain,TRUE,merit_allow_substitute,NA
2019,Bahrain,NA,total_finalized,NA
2019,Bahrain,NA,pending,NA
2019,Bangladesh,NA,filed,133
2019,Bangladesh,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Bangladesh,FALSE,nonmerit_dismiss_imperfect,NA
2019,Bangladesh,FALSE,nonmerit_dismiss_other,NA
2019,Bangladesh,TRUE,merit_dismiss_confirm,65
2019,Bangladesh,TRUE,merit_allow_referback,NA
2019,Bangladesh,TRUE,merit_allow_substitute,30
2019,Bangladesh,NA,total_finalized,111
2019,Bangladesh,NA,pending,100
2019,Barbados,NA,filed,NA
2019,Barbados,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Barbados,FALSE,nonmerit_dismiss_imperfect,NA
2019,Barbados,FALSE,nonmerit_dismiss_other,NA
2019,Barbados,TRUE,merit_dismiss_confirm,NA
2019,Barbados,TRUE,merit_allow_referback,NA
2019,Barbados,TRUE,merit_allow_substitute,NA
2019,Barbados,NA,total_finalized,NA
2019,Barbados,NA,pending,NA
2019,Belarus,NA,filed,NA
2019,Belarus,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Belarus,FALSE,nonmerit_dismiss_imperfect,NA
2019,Belarus,FALSE,nonmerit_dismiss_other,NA
2019,Belarus,TRUE,merit_dismiss_confirm,NA
2019,Belarus,TRUE,merit_allow_referback,NA
2019,Belarus,TRUE,merit_allow_substitute,NA
2019,Belarus,NA,total_finalized,NA
2019,Belarus,NA,pending,NA
2019,Belgium,NA,filed,NA
2019,Belgium,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Belgium,FALSE,nonmerit_dismiss_imperfect,NA
2019,Belgium,FALSE,nonmerit_dismiss_other,NA
2019,Belgium,TRUE,merit_dismiss_confirm,NA
2019,Belgium,TRUE,merit_allow_referback,NA
2019,Belgium,TRUE,merit_allow_substitute,NA
2019,Belgium,NA,total_finalized,NA
2019,Belgium,NA,pending,NA
2019,Belize,NA,filed,NA
2019,Belize,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Belize,FALSE,nonmerit_dismiss_imperfect,NA
2019,Belize,FALSE,nonmerit_dismiss_other,NA
2019,Belize,TRUE,merit_dismiss_confirm,NA
2019,Belize,TRUE,merit_allow_referback,NA
2019,Belize,TRUE,merit_allow_substitute,NA
2019,Belize,NA,total_finalized,NA
2019,Belize,NA,pending,NA
2019,Benin,NA,filed,NA
2019,Benin,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Benin,FALSE,nonmerit_dismiss_imperfect,NA
2019,Benin,FALSE,nonmerit_dismiss_other,NA
2019,Benin,TRUE,merit_dismiss_confirm,NA
2019,Benin,TRUE,merit_allow_referback,NA
2019,Benin,TRUE,merit_allow_substitute,NA
2019,Benin,NA,total_finalized,NA
2019,Benin,NA,pending,NA
2019,Bolivia,NA,filed,NA
2019,Bolivia,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Bolivia,FALSE,nonmerit_dismiss_imperfect,NA
2019,Bolivia,FALSE,nonmerit_dismiss_other,NA
2019,Bolivia,TRUE,merit_dismiss_confirm,NA
2019,Bolivia,TRUE,merit_allow_referback,NA
2019,Bolivia,TRUE,merit_allow_substitute,NA
2019,Bolivia,NA,total_finalized,NA
2019,Bolivia,NA,pending,NA
2019,Bosnia and Herzegovina,NA,filed,NA
2019,Bosnia and Herzegovina,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Bosnia and Herzegovina,FALSE,nonmerit_dismiss_imperfect,NA
2019,Bosnia and Herzegovina,FALSE,nonmerit_dismiss_other,NA
2019,Bosnia and Herzegovina,TRUE,merit_dismiss_confirm,NA
2019,Bosnia and Herzegovina,TRUE,merit_allow_referback,NA
2019,Bosnia and Herzegovina,TRUE,merit_allow_substitute,NA
2019,Bosnia and Herzegovina,NA,total_finalized,NA
2019,Bosnia and Herzegovina,NA,pending,NA
2019,Botswana,NA,filed,NA
2019,Botswana,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Botswana,FALSE,nonmerit_dismiss_imperfect,NA
2019,Botswana,FALSE,nonmerit_dismiss_other,NA
2019,Botswana,TRUE,merit_dismiss_confirm,NA
2019,Botswana,TRUE,merit_allow_referback,NA
2019,Botswana,TRUE,merit_allow_substitute,NA
2019,Botswana,NA,total_finalized,NA
2019,Botswana,NA,pending,NA
2019,Brazil,NA,filed,33
2019,Brazil,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Brazil,FALSE,nonmerit_dismiss_imperfect,NA
2019,Brazil,FALSE,nonmerit_dismiss_other,NA
2019,Brazil,TRUE,merit_dismiss_confirm,25
2019,Brazil,TRUE,merit_allow_referback,NA
2019,Brazil,TRUE,merit_allow_substitute,NA
2019,Brazil,NA,total_finalized,33
2019,Brazil,NA,pending,32
2019,Bulgaria,NA,filed,NA
2019,Bulgaria,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Bulgaria,FALSE,nonmerit_dismiss_imperfect,NA
2019,Bulgaria,FALSE,nonmerit_dismiss_other,NA
2019,Bulgaria,TRUE,merit_dismiss_confirm,NA
2019,Bulgaria,TRUE,merit_allow_referback,NA
2019,Bulgaria,TRUE,merit_allow_substitute,NA
2019,Bulgaria,NA,total_finalized,NA
2019,Bulgaria,NA,pending,NA
2019,Burkina Faso,NA,filed,NA
2019,Burkina Faso,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Burkina Faso,FALSE,nonmerit_dismiss_imperfect,NA
2019,Burkina Faso,FALSE,nonmerit_dismiss_other,NA
2019,Burkina Faso,TRUE,merit_dismiss_confirm,NA
2019,Burkina Faso,TRUE,merit_allow_referback,NA
2019,Burkina Faso,TRUE,merit_allow_substitute,NA
2019,Burkina Faso,NA,total_finalized,NA
2019,Burkina Faso,NA,pending,NA
2019,Burundi,NA,filed,NA
2019,Burundi,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Burundi,FALSE,nonmerit_dismiss_imperfect,NA
2019,Burundi,FALSE,nonmerit_dismiss_other,NA
2019,Burundi,TRUE,merit_dismiss_confirm,NA
2019,Burundi,TRUE,merit_allow_referback,NA
2019,Burundi,TRUE,merit_allow_substitute,NA
2019,Burundi,NA,total_finalized,NA
2019,Burundi,NA,pending,NA
2019,Cambodia,NA,filed,NA
2019,Cambodia,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Cambodia,FALSE,nonmerit_dismiss_imperfect,NA
2019,Cambodia,FALSE,nonmerit_dismiss_other,NA
2019,Cambodia,TRUE,merit_dismiss_confirm,NA
2019,Cambodia,TRUE,merit_allow_referback,NA
2019,Cambodia,TRUE,merit_allow_substitute,NA
2019,Cambodia,NA,total_finalized,NA
2019,Cambodia,NA,pending,NA
2019,Cameroon,NA,filed,43
2019,Cameroon,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Cameroon,FALSE,nonmerit_dismiss_imperfect,NA
2019,Cameroon,FALSE,nonmerit_dismiss_other,NA
2019,Cameroon,TRUE,merit_dismiss_confirm,NA
2019,Cameroon,TRUE,merit_allow_referback,NA
2019,Cameroon,TRUE,merit_allow_substitute,NA
2019,Cameroon,NA,total_finalized,NA
2019,Cameroon,NA,pending,57
2019,Central African Republic,NA,filed,NA
2019,Central African Republic,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Central African Republic,FALSE,nonmerit_dismiss_imperfect,NA
2019,Central African Republic,FALSE,nonmerit_dismiss_other,NA
2019,Central African Republic,TRUE,merit_dismiss_confirm,NA
2019,Central African Republic,TRUE,merit_allow_referback,NA
2019,Central African Republic,TRUE,merit_allow_substitute,NA
2019,Central African Republic,NA,total_finalized,NA
2019,Central African Republic,NA,pending,NA
2019,Chad,NA,filed,NA
2019,Chad,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Chad,FALSE,nonmerit_dismiss_imperfect,NA
2019,Chad,FALSE,nonmerit_dismiss_other,NA
2019,Chad,TRUE,merit_dismiss_confirm,27
2019,Chad,TRUE,merit_allow_referback,NA
2019,Chad,TRUE,merit_allow_substitute,NA
2019,Chad,NA,total_finalized,39
2019,Chad,NA,pending,20
2019,Chile,NA,filed,33
2019,Chile,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Chile,FALSE,nonmerit_dismiss_imperfect,NA
2019,Chile,FALSE,nonmerit_dismiss_other,NA
2019,Chile,TRUE,merit_dismiss_confirm,22
2019,Chile,TRUE,merit_allow_referback,NA
2019,Chile,TRUE,merit_allow_substitute,NA
2019,Chile,NA,total_finalized,42
2019,Chile,NA,pending,NA
2019,China,NA,filed,471
2019,China,FALSE,nonmerit_dismiss_jurisdiction,NA
2019,China,FALSE,nonmerit_dismiss_imperfect,NA
2019,China,FALSE,nonmerit_dismiss_other,NA
2019,China,TRUE,merit_dismiss_confirm,202
2019,China,TRUE,merit_allow_referback,38
2019,China,TRUE,merit_allow_substitute,40
2019,China,NA,total_finalized,311
2019,China,NA,pending,576
2019,Colombia,NA,filed,340
2019,Colombia,FALSE,nonmerit_dismiss_jurisdiction,116
2019,Colombia,FALSE,nonmerit_dismiss_imperfect,NA
2019,Colombia,FALSE,nonmerit_dismiss_other,NA
2019,Colombia,TRUE,merit_dismiss_confirm,97
2019,Colombia,TRUE,merit_allow_referback,NA
2019,Colombia,TRUE,merit_allow_substitute,40
2019,Colombia,NA,total_finalized,267
2019,Colombia,NA,pending,236
2019,Congo (Brazzaville),NA,filed,27
2019,Congo (Brazzaville),FALSE,nonmerit_dismiss_jurisdiction,NA
2019,Congo (Brazzaville),FALSE,nonmerit_dismiss_imperfect,NA
2019,Congo (Brazzaville),FALSE,nonmerit_dismiss_other,NA
2019,Congo (Brazzaville),TRUE,merit_dismiss_confirm,NA
